2013-06-14 04:28:15,345367048655876096,403539516,"15,000 tourists stranded due to landslide in Uttarakhand .",1
2013-06-15 15:35:08,345897263186472960,120742408,Its raining heavily luvly weather in UTTARAKHAND .,1
2013-06-16 13:49:03,346263152658366464,195453684,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 13:49:33,346263277149499392,23095992,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 13:49:58,346263384594972672,521237538,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 13:51:27,346263757518934017,30616006,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 13:51:52,346263860732370944,155844694,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 13:58:39,346265570288746499,99034397,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 14:28:51,346273166638850048,141469233,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 14:32:38,346274118557122560,50944856,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 14:34:48,346274667629252609,883000394,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 14:43:25,346276834608033792,37179759,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 15:00:46,346281202174529536,148052572,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 15:42:53,346291801046532096,71543990,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 15:57:37,346295507502637056,1438202996,"8 perish as rains lash Uttarakhand , Char Dham yatra suspended .",1
2013-06-16 16:41:39,346306588329517056,809295517,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 16:59:50,346311164776550400,265347211,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-16 17:31:34,346319148856537088,91040621,Uttarakhand Flood 2013 Heavy Rain in Uttarakhand .,1
2013-06-16 17:57:19,346295432680452097,17710740,"8 perish as rains lash Uttarakhand , Char Dham yatra suspended .",1
2013-06-17 06:11:47,346480267256532992,400756107,"8 perish as rains lash Uttarakhand , Char Dham yatra suspended .",1
2013-06-17 07:15:25,346526479754084352,154278378,"Monsoon fury across India , over 10 dead in Uttarakhand .",1
2013-06-17 07:27:36,346499347137060864,368346924,"Rains lash Uttarakhand , Char Dham yatra suspended , big news .",1
2013-06-17 07:35:57,346501448500137984,411039931,"8 dead 3700 pilgrims stranded as incessant rains batter Uttarakhand , Eight persons were killed on Sunday .",1
2013-06-17 07:37:42,346532085156163584,64219380,"Uttarakhand Flood 2013 Heavy Rain in Uttarakhand , via .",1
2013-06-17 08:33:34,346515948175507457,159053301,"Uttarakhand monsoon rains , kill 10 , At least 10 people are killed in landslides and flooding .",1
2013-06-17 09:43:56,346533656539582464,103036214,"National Disaster Response Force , sends 12 teams to Uttarakhand , over 10,000 tourists stranded in Badrinath .",1
2013-06-17 09:48:39,346534843531816960,105152403,Thousands of pilgrims reported stuck in the hilly regions of Uttarakhand .,1
2013-06-17 09:48:39,346534843531816960,105152403,They were on their way to various Hindu shrines .,1
2013-06-17 10:05:35,346539104944656385,81514055,"Monsoon fury across India , over 10 dead in Uttarakhand .",1
2013-06-17 10:24:51,346543953581064192,42368803,Tragic loss of lives n devastation in Uttarakhand .,2
2013-06-17 10:24:51,346543953581064192,42368803,Scientists had warned us of flash flooding due to loss of Glacial Mas .,2
2013-06-17 10:35:16,346576773531725824,136698272,"Helpline numbers are , 0135-2710335 , 2710233 .",1
2013-06-17 10:41:16,346578282310926337,16448017,"Helpline numbers are , 0135-2710335 , 2710233 .",1
2013-06-17 11:18:12,346557379548180480,15750149,"AP pilgrims stranded in Uttarakhand , The Hindu .",1
2013-06-17 11:19:14,346587836864139266,558817379,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-17 11:21:24,346558184846151680,72199698,Video Watch stunning footage of flood waters washing away a 3-storey building in Uttarakhand .,1
2013-06-17 11:37:42,346562286858694656,192580045,"100 houses collapse , 25 dead , over 50 missing as rain batters Uttarakhand .",1
2013-06-17 11:42:50,346593777470824448,134441056,Worst scenario Ever in Uttarakhand flood .,2
2013-06-17 12:30:11,346605695040364544,95402698,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-17 12:35:40,346607071149568001,11630862,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-17 12:47:00,346609923603431424,222716164,"Monsoon fury across India , over 10 dead in Uttarakhand .",1
2013-06-17 13:13:08,346586303435005952,704898824,Thousands rescued by ITBP in rain -deluged Uttarakhand .,1
2013-06-17 13:19:34,346587922465714176,85343096,"Seems CM Vijay Bahuguna has no time to utter a few words of comfort to the people of Uttarakhand , who are dealing with life & death .",2
2013-06-17 13:45:43,346624703340883969,281579392,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-17 13:52:02,346626292151615489,321473608,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 13:53:47,346626730729013248,28970352,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 13:54:25,346626889890267136,92319836,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 13:57:20,346627622727462912,265222131,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 13:59:31,346597976203984896,55783639,Massive floods in Gangotri and Yamunotri .,1
2013-06-17 14:01:12,346628599039791105,586496873,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 14:06:15,346629867120492544,17715247,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 14:18:30,346632953633308672,93854196,"In Uttarkashi , Uttarakhand , flash floods triggered by heavy rains wash away houses along the river .",1
2013-06-17 14:23:48,346634284624388097,1174809571,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 14:39:59,346638358279233536,361124314,"watch the uttarakhand flood here in all its fury , scary video .",1
2013-06-17 14:55:38,346642296361582593,79404703,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 14:55:45,346642326191489025,217514102,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 14:57:02,346642648423079937,258705797,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 14:57:02,346642649685569536,146401382,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 14:57:06,346642666928340992,280385318,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 14:57:37,346642796591067136,84544071,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 14:57:43,346642822474104832,47598224,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 15:10:33,346646052482449408,1254474637,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 15:26:33,346650077483376641,33216020,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 15:34:40,346652119782260736,74971909,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 15:37:44,346622693212315649,705176472,"Uttarakhand floods also washed away my , Rafting plans , wid frends .",2
2013-06-17 15:42:59,346654213222305792,592466641,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 15:57:33,346627680269107200,1438202996,"50 dead , thousands stranded as rain wallops Uttarakhand , Himachal .",1
2013-06-17 15:58:26,346658101727997952,13508182,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
2013-06-17 16:10:04,346661027284389888,481967474,"Uttarakhand Flash Flood Helpline numbers are , 0135-2710335 , 2710233 India .",1
